"TEAM","SOS","YEAR"
"Nevada",0.5165,2021
"Old Dominion",0.5159,2021
"Portland",0.5155,2021
"The Citadel",0.5141,2021
"Bradley",0.5141,2021
"St. John's",0.5139,2021
"James Madison",0.5134,2021
"Indiana St.",0.5133,2021
"Mercer",0.5132,2021
"Boston College",0.513,2021
"San Francisco",0.513,2021
"North Carolina St.",0.513,2021
"Wake Forest",0.5128,2021
"Marshall",0.5124,2021
"Santa Clara",0.5116,2021
"Central Arkansas",0.5112,2021
"Cleveland St.",0.5109,2021
"Tulane",0.5102,2021
"East Carolina",0.51,2021
"DePaul",0.5098,2021
"Canisius",0.5096,2021
"Oakland",0.5094,2021
"Samford",0.5093,2021
"Pittsburgh",0.5091,2021
"UTEP",0.509,2021
"Davidson",0.5089,2021
"Evansville",0.5088,2021
"Furman",0.5086,2021
"South Alabama",0.5085,2021
"Rice",0.5079,2021
"Morehead St.",0.5062,2021
"Little Rock",0.5053,2021
"Monmouth",0.5038,2021
"Texas A&M",0.5037,2021
"Rhode Island",0.5037,2021
"Mount St. Mary's",0.5032,2021
"Navy",0.503,2021
"VMI",0.5023,2021
"Buffalo",0.502,2021
"UC Santa Barbara",0.5019,2021
"Appalachian St.",0.4999,2021
"Saint Louis",0.4993,2021
"UC Irvine",0.4985,2021
"UNLV",0.4982,2021
"Tennessee Tech",0.4982,2021
"UTSA",0.4979,2021
"Drake",0.4974,2021
"Rider",0.4969,2021
"Ball St.",0.4966,2021
"Missouri St.",0.4964,2021
"Fresno St.",0.4953,2021
"Western Carolina",0.4949,2021
"Kent St.",0.4949,2021
"Louisiana",0.4945,2021
"Niagara",0.493,2021
"Chicago St.",0.4928,2021
"Fairfield",0.4926,2021
"Troy",0.4925,2021
"St. Francis PA",0.4922,2021
"Siena",0.4918,2021
"Hofstra",0.4916,2021
"Northern Arizona",0.4914,2021
"Bucknell",0.4913,2021
"Binghamton",0.4905,2021
"Milwaukee",0.4905,2021
"Jacksonville St.",0.4905,2021
"Valparaiso",0.4901,2021
"George Mason",0.4899,2021
"Coastal Carolina",0.4898,2021
"Boston University",0.4898,2021
"Holy Cross",0.4896,2021
"Utah Valley",0.489,2021
"Southern Illinois",0.4886,2021
"Akron",0.4886,2021
"Toledo",0.4884,2021
"Air Force",0.4879,2021
"Stony Brook",0.4878,2021
"Coppin St.",0.4876,2021
"Oral Roberts",0.4874,2021
"San Jose St.",0.4871,2021
"Chattanooga",0.4871,2021
"Duquesne",0.4868,2021
"George Washington",0.486,2021
"Middle Tennessee",0.486,2021
"Iona",0.4856,2021
"Kennesaw St.",0.4856,2021
"La Salle",0.485,2021
"USC Upstate",0.485,2021
"Montana",0.4844,2021
"Central Connecticut",0.4839,2021
"Eastern Washington",0.4838,2021
"Bowling Green",0.4833,2021
"UAB",0.4831,2021
"Illinois St.",0.4831,2021
"Norfolk St.",0.4829,2021
"Texas Southern",0.4827,2021
"Albany",0.4825,2021
"Charleston",0.4815,2021
"Wright St.",0.4815,2021
"Green Bay",0.4806,2021
"Georgia Southern",0.4806,2021
"Western Michigan",0.4797,2021
"Towson",0.4795,2021
"Bryant",0.4793,2021
"Elon",0.4788,2021
"Fairleigh Dickinson",0.4787,2021
"UTA",0.4787,2021
"Tennessee St.",0.4786,2021
"Hawaii",0.4779,2021
"Sacramento St.",0.4777,2021
"Tennessee Martin",0.4777,2021
"Quinnipiac",0.4776,2021
"Arkansas St.",0.4776,2021
"Charlotte",0.4773,2021
"Eastern Michigan",0.4768,2021
"Charleston Southern",0.4766,2021
"Wyoming",0.4762,2021
"Wagner",0.476,2021
"Sam Houston St.",0.4754,2021
"Mississippi Valley St.",0.475,2021
"Louisiana Monroe",0.4746,2021
"Grand Canyon",0.4738,2021
"Drexel",0.4738,2021
"Tarleton St.",0.4731,2021
"UMass Lowell",0.4725,2021
"Robert Morris",0.4722,2021
"William & Mary",0.4713,2021
"St. Francis NY",0.4712,2021
"Cal Poly",0.4712,2021
"Northern Kentucky",0.4708,2021
"Manhattan",0.4701,2021
"LIU Brooklyn",0.4698,2021
"IUPUI",0.4698,2021
"Alcorn St.",0.4694,2021
"Hartford",0.4692,2021
"Saint Peter's",0.469,2021
"Delaware St.",0.469,2021
"UMass",0.4689,2021
"Stetson",0.4686,2021
"Sacred Heart",0.4685,2021
"Merrimack",0.4682,2021
"Delaware",0.4681,2021
"Southern Miss",0.468,2021
"South Dakota St.",0.4677,2021
"Miami (OH)",0.4673,2021
"Winthrop",0.4672,2021
"Lipscomb",0.4672,2021
"Cal St. Bakersfield",0.4669,2021
"UC Riverside",0.4656,2021
"Radford",0.4655,2021
"UC Davis",0.4653,2021
"Gardner Webb",0.4644,2021
"Maine",0.4644,2021
"Fordham",0.4642,2021
"SIUE",0.4633,2021
"Marist",0.4632,2021
"Bellarmine",0.4628,2021
"Belmont",0.4619,2021
"UMBC",0.4615,2021
"Longwood",0.46,2021
"Cal St. Fullerton",0.4596,2021
"Eastern Kentucky",0.459,2021
"Northwestern St.",0.4581,2021
"Cal St. Northridge",0.4581,2021
"Fort Wayne",0.458,2021
"FIU",0.4572,2021
"Detroit",0.4567,2021
"New Mexico",0.4556,2021
"Northern Illinois",0.4547,2021
"Murray St.",0.4546,2021
"Southeast Missouri",0.4545,2021
"Long Beach St.",0.4542,2021
"New Hampshire",0.454,2021
"Arkansas Pine Bluff",0.454,2021
"Abilene Christian",0.4532,2021
"Austin Peay",0.4523,2021
"Youngstown St.",0.4521,2021
"Idaho",0.4516,2021
"Texas A&M Corpus Chris",0.4511,2021
"North Dakota St.",0.4507,2021
"Campbell",0.4505,2021
"Weber St.",0.4499,2021
"Lamar",0.4496,2021
"Omaha",0.4495,2021
"UNC Asheville",0.4491,2021
"Portland St.",0.4475,2021
"UMKC",0.4464,2021
"Southern Utah",0.4463,2021
"North Florida",0.4462,2021
"High Point",0.4461,2021
"Houston Baptist",0.4456,2021
"Morgan St.",0.4453,2021
"North Dakota",0.4439,2021
"Vermont",0.4438,2021
"North Alabama",0.4436,2021
"New Mexico St.",0.4432,2021
"South Dakota",0.4429,2021
"Grambling St.",0.4425,2021
"FAU",0.4414,2021
"Northern Colorado",0.4396,2021
"Dixie St.",0.4395,2021
"Eastern Illinois",0.4386,2021
"Texas St.",0.438,2021
"Liberty",0.437,2021
"Montana St.",0.4365,2021
"Central Michigan",0.4359,2021
"Seattle",0.4357,2021
"Cal Baptist",0.4349,2021
"Southern",0.4344,2021
"FGCU",0.4329,2021
"NJIT",0.4317,2021
"Presbyterian",0.4301,2021
"UIC",0.43,2021
"Stephen F. Austin",0.4296,2021
"Alabama A&M",0.4296,2021
"UNCW",0.4286,2021
"Nicholls",0.426,2021
"Lehigh",0.4243,2021
"UTRGV",0.4243,2021
"Southeastern Louisiana",0.423,2021
"Idaho St.",0.4222,2021
"New Orleans",0.4192,2021
"Prairie View A&M",0.4189,2021
"Jacksonville",0.4183,2021
"North Carolina A&T",0.4171,2021
"Western Illinois",0.4141,2021
"Alabama St.",0.4128,2021
"South Carolina St.",0.4112,2021
"North Carolina Central",0.4092,2021
"Denver",0.4087,2021
"Incarnate Word",0.4069,2021
"Hampton",0.402,2021
"Lafayette",0.399,2021
"Jackson St.",0.3925,2021
"Florida A&M",0.3878,2021
"McNeese",0.3793,2021
"Bethune Cookman",0,2021
"Brown",0,2021
"Columbia",0,2021
"Cornell",0,2021
"Dartmouth",0,2021
"Harvard",0,2021
"Maryland Eastern Shore",0,2021
"Penn",0,2021
"Princeton",0,2021
"Yale",0,2021
